ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
213	0,18,0,0,0,0,0,0,0,0,16,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,38,0,0,0,0	0,0,0,0,0,0,0,0,0,0	697	150
216	0,17,2,290,0,83,0,0,96,385,293,0,2	118,1,0,0,0,0,0,0,1,1102,1029,0,0	0,291,0,0,0,0,123,70,3,92	0,0,0,2,0,0,0,0,12,0	1637	150
217	0,17,2,290,0,83,0,0,96,385,293,0,2	0,0,0,16,0,87,0,16,0,0,0,0,0	0,291,0,0,0,0,123,70,3,92	0,0,0,0,0,0,0,0,0,43	1640	150
220	0,212,0,0,2,49,1,1,12,0,496,170,435	0,0,0,0,0,0,0,0,0,0,182,0,0	0,267,0,1,0,153,78,162,89,0	0,0,0,0,0,0,0,0,0,0	213	150
226	0,0,0,0,0,0,0,0,3,0,0,0,0	0,7,0,0,0,5,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0	860	150
231	0,86,0,315,0,0,0,0,1,0,0,0,0	7,798,54,34,0,7,0,563,97,0,1020,147,0	0,0,0,9,0,1,46,0,0,0	194,26,0,0,1,260,402,79,119,134	222	150
232	0,0,0,0,0,38,0,1,0,5,0,0,0	97,459,118,246,571,98,0,250,76,246,435,21,1	0,0,0,0,0,0,1,58,0,0	395,298,0,1,4,100,1035,125,46,0	273	150
234	0,0,0,0,0,1,0,0,0,0,0,0,0	0,4,422,0,0,0,0,207,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	154,0,0,0,0,0,0,0,0,0	413	150
241	0,55,0,5,0,46,0,0,0,0,0,0,0	0,7,0,0,0,0,0,0,0,0,1,22,0	0,87,0,0,10,33,2,0,0,1	0,0,0,0,0,65,62,0,0,367	361	150
248	0,46,0,0,0,0,0,0,0,0,0,0,38	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,445,0	0,0,0,0,0,38,0,0,0,0	1414	150
249	0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,16	497	150
264	0,0,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0,16,0,0	2,0,0,0,0,0,0,0,24,0	0,0,0,1,1,0,0,0,0,0	1083	150
270	0,0,0,0,0,67,0,0,0,0,0,0,0	0,36,0,0,0,0,0,0,0,0,344,0,0	0,0,0,0,0,0,0,0,0,0	4,0,0,0,0,0,0,0,0,0	653	150
276	0,9,0,0,0,119,0,0,0,0,0,44,0	0,37,0,0,0,0,0,0,0,0,0,0,0	711,0,0,0,0,27,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1183	150
282	0,0,0,0,2,0,0,0,0,0,75,0,0	0,95,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,80,0,1,0	0,0,0,0,0,18,0,0,0,0	418	150
