ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
847	0,108,0,0,0,0,0,0,20,0,0,0,0	0,12,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,21,0,0,0	0,49,0,0,0,0,10,0,0,0	165	150
848	0,129,0,0,0,0,0,0,20,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,21,0,0,0	0,0,0,0,0,87,0,0,0,0	165	150
849	0,0,0,0,0,0,0,0,0,6,0,110,0	8,16,271,337,78,1,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	497,32,0,1,0,22,104,0,0,0	186	150
850	8,555,0,410,122,442,0,4,66,0,0,0,0	17,182,0,23,82,0,0,0,1,0,659,0,47	242,63,0,0,2,28,0,106,1,0	42,86,0,0,0,132,108,132,0,0	162	150
855	66,73,0,526,0,2,0,0,49,0,15,0,0	0,0,0,0,0,0,0,0,0,0,139,0,0	0,75,0,0,0,32,251,1,0,87	0,0,0,0,0,0,0,0,0,0	669	150
876	0,0,0,0,0,0,0,0,0,11,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,5,0,0	0,0,0,0,0,0,0,23,0,0	153	150
877	2,68,0,36,0,78,0,0,0,0,34,0,2	0,87,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,4,24,0,0,0,0	0,0,0,0,0,39,0,0,0,0	304	150
880	0,23,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,6,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0	153	150
881	0,405,0,14,5,2,0,17,28,0,319,0,0	0,179,21,0,0,101,0,0,0,0,0,2,0	5,349,0,0,0,57,110,58,151,402	0,616,0,0,0,233,405,16,0,0	2080	150
886	0,0,0,0,0,0,0,1,4,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,315,0	0,261,0,2,0,0,0,0,0,173	3,0,0,0,0,0,6,0,0,0	189	150
906	0,0,0,0,0,0,0,0,0,0,0,0,0	0,32,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,28,0,0,0,0	0,0,0,0,0,0,0,0,0,0	153	150
922	0,0,269,0,0,0,0,0,0,0,0,0,0	0,56,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	217	150
925	0,35,0,0,0,41,0,0,0,0,273,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,293,0,0,0,14,0,0,0,0	0,0,0,0,0,0,0,0,28,0	578	150
940	0,61,1,0,0,0,0,31,13,0,82,0,0	0,0,0,0,0,32,0,0,0,0,0,1,0	236,0,0,0,0,21,306,0,25,0	0,0,0,0,0,0,0,0,0,0	834	150
949	0,0,0,0,0,0,0,1,0,0,0,0,0	0,95,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,9,0,0,0	0,0,0,0,0,0,0,21,0,0	153	150
955	0,0,0,0,0,240,0,0,0,0,0,0,0	0,0,0,304,0,0,0,0,0,0,0,0,0	0,0,0,0,0,28,0,0,0,0	0,0,0,0,0,0,0,0,0,1	153	150
956	12,103,0,0,0,0,0,2,0,0,95,0,0	0,29,0,0,0,0,0,0,18,0,0,0,0	0,0,0,0,0,112,0,1,0,0	0,0,0,0,0,0,0,0,0,0	153	150
957	2,47,0,78,0,0,0,0,18,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	368,0,0,0,0,80,0,2,0,0	0,0,0,0,0,0,0,0,7,0	159	150
960	0,0,0,1,0,46,0,0,11,0,677,0,0	0,0,0,0,0,49,0,133,0,0,138,0,0	0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,0,4,0,0	153	150
963	0,1,0,0,0,0,0,0,0,0,0,0,0	0,61,0,0,0,0,0,0,0,0,0,0,0	0,66,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	204	150
969	0,0,0,0,0,0,0,0,25,0,1,5,0	0,36,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	168	150
970	0,0,0,0,0,0,0,0,0,0,1,0,0	0,36,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	203	150
972	1,116,0,0,1,2,1,497,43,1,440,191,0	0,0,91,0,0,0,0,0,0,0,1,0,0	0,15,0,0,0,53,31,0,0,0	0,0,0,0,0,0,0,1,0,0	153	150
973	0,0,0,0,0,0,0,369,0,0,0,0,0	1,364,91,0,1,2,2,498,22,6,969,374,0	0,0,0,0,0,0,0,0,0,0	176,17,0,14,0,66,31,0,12,162	174	150
974	0,11,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,66,0,0,0,0,0,0,910	0,0,0,0,0,0,32,0,0,0	0,0,0,0,0,0,0,0,0,0	157	150
979	0,0,0,0,0,60,0,0,2,3,0,0,0	0,0,0,0,0,0,0,0,3,0,0,0,0	0,108,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,162,0,0	668	150
